main_id,year,date,country,route,location,orig_lat,orig_lon,map_lat,map_lon,n_dead_missing,fix_type,coord_status
2025.MMP2404,2025,2025-07-31,Libya,Central Mediterranean,"Remains washed ashore in Abu Nawas beach, Tripoli, Libya",34.46108153,35.82948813,34.46108153,35.82948813,1,drop-noFix,flagged (shown at IOM's coordinates)
2025.MMP2406,2025,2025-08-30,Libya,Central Mediterranean,"Remains washed ashore on Bab al-Zeitoun beach, Tobruk, Libya",32.05737195,24.00136641,32.05737195,24.00136641,1,drop-noFix,flagged (shown at IOM's coordinates)
2025.MMP2413,2025,2025-10-30,Italy,Central Mediterranean,"After jumping overboard upon escaping apprehension in a canal in Livorno, Italy",43.56890992,10.30725946,43.56890992,10.30725946,2,drop-noFix,flagged (shown at IOM's coordinates)
2026.MMP0126,2026,2026-03-15,Libya,Central Mediterranean,"Remains washed ashore at Ain Zara, Tripoli, Libya",32.82010716,1.326665995,32.82010716,1.326665995,1,drop-noFix,flagged (shown at IOM's coordinates)
2021.MMP0307,2021,2021-12-23,Algeria,Western Mediterranean,"3 KM off plage du Chlef, Mostaganem, Algeria - embarkation from plage du Chlef on 22 or 23 Dec",33.01479981,12.54897854,NA,NA,5,drop-placeholder,excluded (placeholder coordinates)
2021.MMP0308,2021,2021-12-25,Morocco,Western Africa / Atlantic route to the Canary Islands,"Found floating in an unspecified location in the Atlantic ocean close to the port of Terfaya, Morocco",33.01479981,12.54897854,NA,NA,1,drop-placeholder,excluded (placeholder coordinates)
2021.MMP0309,2021,2021-05-20,Morocco,Western Mediterranean,"Unspecified location off the coast of Tangier, Morocco",33.01479981,12.54897854,NA,NA,6,drop-placeholder,excluded (placeholder coordinates)
2021.MMP0310,2021,2021-08-27,Morocco,Western Mediterranean,"Unspecified location in the Alboran Sea - embarkation from Nador, Morocco on 27 Aug",33.01479981,12.54897854,NA,NA,2,drop-placeholder,excluded (placeholder coordinates)
2021.MMP0311,2021,2021-11-30,Spain,Western Mediterranean,"Unspecified location in the Strait of Gibraltar - departure from Ceuta, Spain",33.01479981,12.54897854,NA,NA,5,drop-placeholder,excluded (placeholder coordinates)
2021.MMP0312,2021,2021-12-12,Morocco,Western Mediterranean,"Remains washed ashore plage Fnideq, Morocco - likely swimming attempt to Ceuta",33.01479981,12.54897854,NA,NA,1,drop-placeholder,excluded (placeholder coordinates)
2021.MMP0313,2021,2021-12-14,Morocco,Western Mediterranean,"Remains washed ashore plage municipale, Tangier, Morocco",33.01479981,12.54897854,NA,NA,1,drop-placeholder,excluded (placeholder coordinates)
2021.MMP0314,2021,2021-10-29,Algeria,Western Mediterranean,"Unspecified location in the Alboran Sea - embarkation from Mostaganem, Algeria on 29 Dec 0200hrs",33.01479981,12.54897854,NA,NA,14,drop-placeholder,excluded (placeholder coordinates)
2021.MMP0315,2021,2021-12-06,Algeria,Western Mediterranean,"Remains washed ashore Afouzer, El Aouana, Jijel, Algeria",33.01479981,12.54897854,NA,NA,1,drop-placeholder,excluded (placeholder coordinates)
2021.MMP0316,2021,2021-12-09,Algeria,Western Mediterranean,"Skeletal remains found in the beach of Plage Chalite, El Aouana, Jijel, Algeria",33.01479981,12.54897854,NA,NA,1,drop-placeholder,excluded (placeholder coordinates)
2021.MMP0317,2021,2021-12-28,Algeria,Western Mediterranean,"Remains washed ashore El Marsa, Chlef, Algeria",33.01479981,12.54897854,NA,NA,2,drop-placeholder,excluded (placeholder coordinates)
2021.MMP0318,2021,2021-12-30,Algeria,Western Mediterranean,"Remains retreived from the sea half of mile North port de Beni Haoua, Chlef, Algeria",33.01479981,12.54897854,NA,NA,1,drop-placeholder,excluded (placeholder coordinates)
2021.MMP0319,2021,2021-12-30,Algeria,Western Mediterranean,"Remains washed ashore plage Ténès and retrieved through port de Ténès, Chlef, Algeria",33.01479981,12.54897854,NA,NA,1,drop-placeholder,excluded (placeholder coordinates)
2021.MMP0320,2021,2021-12-31,Algeria,Western Mediterranean,"Remains retrieved from the sea in the coast of Cherchell, Tipaza, Algeria",33.01479981,12.54897854,NA,NA,2,drop-placeholder,excluded (placeholder coordinates)
2021.MMP0321,2021,2021-12-31,Algeria,Western Mediterranean,"Remains retrieved from the sea near Port de BouHaroun, Tipaza, Algeria",33.01479981,12.54897854,NA,NA,1,drop-placeholder,excluded (placeholder coordinates)
2021.MMP0322,2021,2021-12-08,Western Sahara,Western Africa / Atlantic route to the Canary Islands,"Unspecified location in the Atlantic off Laayoune, Western Sahara - embarkation from Tarouma, Western Sahara",33.01479981,12.54897854,NA,NA,29,drop-placeholder,excluded (placeholder coordinates)
2021.MMP0324,2021,2021-12-21,Spain,Western Mediterranean,"Remains washed ashore at Playa de los muertos, Almeria, Spain",33.01479981,12.54897854,NA,NA,1,drop-placeholder,excluded (placeholder coordinates)
2021.MMP0331,2021,2021-06-03,Western Sahara,Western Africa / Atlantic route to the Canary Islands,"Unspecified location in the Atlantic off the coast of Western Sahara - embarkation from Laayoune, Morocco on 3 June",33.01479981,12.54897854,NA,NA,67,drop-placeholder,excluded (placeholder coordinates)
2021.MMP0332,2021,2021-06-26,Western Sahara,Western Africa / Atlantic route to the Canary Islands,"Unspecified location in the Atlantic some 50 KM North of Dakhla, Western Sahara - embarkation from Dakhla on 25 June",33.01479981,12.54897854,NA,NA,46,drop-placeholder,excluded (placeholder coordinates)
2021.MMP0334,2021,2021-12-01,Morocco,Western Africa / Atlantic route to the Canary Islands,"Off Terfaya, Morocco - embarkation same morning",33.01479981,12.54897854,NA,NA,24,drop-placeholder,excluded (placeholder coordinates)
2021.MMP0335,2021,2021-05-30,Western Sahara,Western Africa / Atlantic route to the Canary Islands,"Unspecified location in the Atlantic -  embarkation from Dakhla, Western Sahara on night between 28-29 May",33.01479981,12.54897854,NA,NA,36,drop-placeholder,excluded (placeholder coordinates)
2021.MMP0336,2021,2021-12-31,Spain,Western Mediterranean,"35 miles off the coast of Almería, Spain",33.01479981,12.54897854,NA,NA,6,drop-placeholder,excluded (placeholder coordinates)
2021.MMP0344,2021,2021-12-02,Türkiye,Eastern Mediterranean,"Off the coast of Manavgat, Antalya, Türkiye",33.01479981,12.54897854,NA,NA,2,drop-placeholder,excluded (placeholder coordinates)
2021.MMP0345,2021,2021-12-28,Türkiye,Eastern Mediterranean,"Off the coast of Sığacık, Izmir, Türkiye",33.01479981,12.54897854,NA,NA,2,drop-placeholder,excluded (placeholder coordinates)
2017.MMP00934,2017,2017-09-26,Sudan,Sahara Desert crossing,"Atbara, Sudan",34.0084395,17.7014525,17.7014525,34.0084395,2,lat-lon-swap,corrected (sign-flip or lat/lon swap)
2017.MMP01004,2017,2017-10-15,Niger,Sahara Desert crossing,"Outside Séguédine, Niger",12.61118164,20.31903332,20.31903332,12.61118164,7,lat-lon-swap,corrected (sign-flip or lat/lon swap)
2017.MMP01058,2017,2017-10-24,Sudan,Sahara Desert crossing,"Unspecified location in the Sahara desert, Sudan",27.83935547,18.36527846,18.36527846,27.83935547,3,lat-lon-swap,corrected (sign-flip or lat/lon swap)
2019.MMP00608,2019,2019-05-12,Niger,Sahara Desert crossing,"Unspecified location in the Sahara Desert, Niger",11.519096,20.684159,20.684159,11.519096,1,lat-lon-swap,corrected (sign-flip or lat/lon swap)
2019.MMP00973,2019,2019-07-14,Libya,Sahara Desert crossing,"Unspecified location in the Sahara desert, Libya",14.351666,24.134496,24.134496,14.351666,1,lat-lon-swap,corrected (sign-flip or lat/lon swap)
2019.MMP00990,2019,2019-07-17,Niger,Sahara Desert crossing,"Unspecified location in the Sahara Desert, Niger",11.519096,20.684159,20.684159,11.519096,2,lat-lon-swap,corrected (sign-flip or lat/lon swap)
2019.MMP01454,2019,2019-10-12,Libya,Sahara Desert crossing,"Unspecified location in the Sahara desert, Libya",14.351666,24.134496,24.134496,14.351666,3,lat-lon-swap,corrected (sign-flip or lat/lon swap)
2019.MMP01596,2019,2019-11-11,Niger,Sahara Desert crossing,Unspecified location near northern border of Niger,12.315468,22.630646,22.630646,12.315468,1,lat-lon-swap,corrected (sign-flip or lat/lon swap)
2020.MMP00301,2020,2020-05-07,Spain,Western Mediterranean,"Remains recovered off the coast of Mahón, Menorca, Spain",39.997181,4.2668224,39.997181,-4.2668224,1,lon-flip,corrected (sign-flip or lat/lon swap)
2021.MMP00727,2021,2021-08-28,Morocco,Western Africa / Atlantic route to the Canary Islands,"Unspecified location in the Atlantic - embarkation from Agadir, Morocco 8 days earlier",30.41972831,10.56102432,30.41972831,-10.56102432,18,lon-flip,corrected (sign-flip or lat/lon swap)
2023.MMP1342,2023,2023-12-27,Libya,Central Mediterranean,"At the time of boarding in Zuwara, Libya",32.937813,-12.089057,32.937813,12.089057,1,lon-flip,corrected (sign-flip or lat/lon swap)
2024.MMP1268,2024,2024-10-11,Spain,Western Mediterranean,"185 km East of Palma, Mallorca, Spain",39.190493,5.533995,39.190493,-5.533995,11,lon-flip,corrected (sign-flip or lat/lon swap)
2025.MMP0071,2025,2025-02-17,Spain,Western Mediterranean,"On the beach of Santo Tomás, Es Migjorn, Menorca, Spain",39.914519,4.038914,39.914519,-4.038914,1,lon-flip,corrected (sign-flip or lat/lon swap)
2025.MMP0252,2025,2025-04-30,Spain,Western Mediterranean,"Remains washed ashore at Cala Tortuga, Menora, Spain",39.98870042,4.255131467,39.98870042,-4.255131467,1,lon-flip,corrected (sign-flip or lat/lon swap)
2025.MMP2333,2025,2025-08-29,Spain,Western Mediterranean,"35 miles off Menorca, Balearic Islands, Spain - departure from Boumerdes, Algeria on 10 Aug",39.48109572,4.148813794,39.48109572,-4.148813794,4,lon-flip,corrected (sign-flip or lat/lon swap)
2026.MMP0182,2026,2026-04-16,Spain,Western Mediterranean,"Body washed ashore the coast of Mao, near Es Murtar Cove, Balearic Islands, Spain",39.90511261,4.296691819,39.90511261,-4.296691819,1,lon-flip,corrected (sign-flip or lat/lon swap)
